document_id,views,depth,full_reads_percent
627e43e79a7947863d9a3d28f3ucRD7ITtefUxsYp7qHKQ,1,1,1
61fd57569a79478a98c7a954jxbeRzGsQm6f9UdSVdCCmg,1,1,1
628252089a79471407fd4d16rmFwVXrNQV6UEhFesereGQ,1,1,1
62483ba99a79473538e719003jWeun5QR7K9Hf5y6sYL_A,1,1,1
626633779a79475c0264eb97GicKTSv4TfGgkznN_G7t5w,1,1,1
62920ccb9a7947093f7ce616XlBcJK-MRCiOI3hfxZdXdA,1,1,1
6282a5429a7947336f8d64b8nnRk0rTkR16wROQJXr400A,1,1,1
61fa3cd39a7947d756cdca0cemHDBURNSW6B7dsxlC7yLA,1,1,1
625ecc7e9a79473b4f8aae9c4FuODp-kS0aDzavwnWjyNA,1,1,1
6255c0729a79476baad93bc2UFPFZw03Ry-nMO_5XCjkcA,1,1,1
62919afd9a794774d24be856OSGBeNzCSPW_GmbG6-irTw,1,1,1
623b303f9a794761344bc2a4RHWeYizkRa-wvE9e-wm44w,1,1,1
62861c019a7947d5857eb3e20nWLHpTJSLCbo8ROSKLc9g,1,1,1
627ab92e9a794751851fdf3eBfWBRacaQCOaQ1S_LWwXMQ,1,1,1
6270b77a9a79479ad6dedbd1tu-AquxyRMO2GORTYaN6_A,1,1,1
628e66749a7947654775ae3exr83ycafQzWgDeMX52VPfw,1,1,1
6246b4b79a794743ce9efdc9Ix6iqt0VQa-LYukRCxK6oQ,1,1,1
628fa9b49a7947dbd44f440bHqCvEqPQSC-5NBbX7p_etA,1,1,1
61f95e8d9a7947970d73a5c4uZqPcS5NT5-YlnOXRJL-Ew,1,1,1
61fc32499a7947191f1d6af0ZAgOWRlASWKbo7ONGv-QAw,1,1,1
62933cc39a79474b94a34ea9rbu9MdiVRWi9g5n92kNGpA,1,1,1
628b49009a7947bf170e8190pWFEWX6zR_yC1OkesuMlnA,1,1,1
61fc6f9f9a7947256d8a90e7gZXyjv6UQiG2NsAYfODHiw,1,1,1
6257a04e9a79477e079ed071QIES5rIgS3G0hCPDoqVzDw,1,1,1
623e38cc9a794712a0892f2dAIcdWGmRRNqJ_RYeYfeTig,1,1,1
620280679a79478b1ac68257hLI2jEQ2TdqUSep4_YVBYw,1,1,1
625401d99a7947bbde7cebb5Zt-SUqtxTZWwjJDS1cRSUw,1,1,1
6201cedf9a794740603d6b73ZzYEG3hWTMydOR6R-klEwg,1,1,1
620fd7409a7947aaa25d8377KwRX8wrgS9K8Amielf7Guw,1,1,1
626e38b99a7947124a7e8c3aqIN_x8M9Rt-8Y60sffT0Bg,1,1,1
623324609a794755e58a6f54UXmfblMDT5y14P2ww7YhEQ,1,1,1
620742d19a7947acb4dbf54afk1WrzpMQa-GHKnWBDjECQ,1,1,1
628c559a9a794719bb2ce62cofOKsXyGSx-bRQBt2dIETA,1,1,1
627f594f9a794750d077ac9cWlh01JNEQ5eLIeO6G7EPNg,1,1,1
626acaf89a79479c932ab6cdR2IxLWUPRmO2kQBr8-HJ8w,1,1,1
6267e33e9a79470add2c62e3WnuGspxnRk2IWL_TYyu3ow,1,1,1
625710e59a79475dda974be3LIC8WVXkTiWtf9Wvb4M1xA,1,1,1
626978ac9a7947239945d3d99Ll9q3RySXCmt50-9PJ2jw,1,1,1
620a155f9a794766b4ddc918fUszibetR6qECabLytyMqw,1,1,1
623983b99a7947b9f128c85dpjpi_7HfRw2aJn1tbHRTPQ,1,1,1
62601cf19a79472a72866c68bIF7iXeTT-qgpsUkq5Qjww,1,1,1
6282535c9a794713ac5b996eWjW7BbFvQVuM0gEJOJ44UQ,1,1,1
625a9b3d9a794785eff10716lUOBSjkXTYaOOzDnCcDtDA,1,1,1
62541f409a7947ca585aa5abo0K-2UbuRHSCURTm1o10hw,1,1,1
6256df119a79474a19bea8b791_wyExyQxmR3FV7HnbwrA,1,1,1
62603f3b9a794737581f6c6e1PrjGkXHQKKtSRe_fYbUcg,1,1,1
620270cb9a794783b02d6000FcJyHDRbSHylVDOv55Aukg,1,1,1
626ba98a9a7947dded22a0e2r6CqHMbZTga2hl5utKMX9g,1,1,1
626453bb9a794779d32c4b7cNJ7o7x_7RwuVz4qEw7jRLA,1,1,1
61f9e38b9a7947bda828a9daBGqE5tfuTxeanLvshi8hGw,1,1,1
620a54af9a7947054cbbea6aVi5JyL2nTyK2rpQAfICjKg,1,1,1
62382ce99a794742a6dfe668HyG3_PV-REaD7Mbuc_qZig,1,1,1
627415cf9a79472d4bdca3fa8VZNOqP7Q6GjxQwpF4EmJQ,1,1,1
624770469a794709ab41a2edZADsrTW9QjqQhed1-QSdhg,1,1,1
620608d29a79473c8cc3dcb4TOkHE8peS4mnQfhVY6uETQ,1,1,1
624d74419a794745f5095c9785o_o-7ER_2pYp2aQOhY1Q,1,1,1
6273ea389a79471e1192738eGyl27lB0QFW6cUuwiuQ8xA,1,1,1
6253e9289a7947ad471500a7ZwR05eF3TgOZR8CwC8QF6A,1,1,1
627a67f59a79473c76334a58d-ty3mZYTcWtpTnNEiS-_Q,1,1,1
62543d319a7947e0d0bbf9feRvqVpFyESUqVOjAHYpx4qA,1,1,1
61fd48c49a7947853ac89992Eg6t0d9IT-Oh0gOQJsnwpA,1,1,1
624d661b9a79473f7416fe26IOrn2VSSTFq1lnfWNWSjmg,1,1,1
62921afd9a79470c52363ddbycovRONJRxOwxXQp9kZ_JQ,1,1,1
625e16fd9a7947eb04eb3afaahBNANYJQ4q71l_5bfc4hg,1,1,1
6281df209a7947dc977962a8w2oYQcAYSpKKPZIVuxNv3A,1,1,1
6250aebd9a79477179d3fc0abTicp8FURqqf_sUIPQNc8Q,1,1,1
620593879a79471f11cbc442zzIt_lvVSxGHH4PFivaj0A,1,1,1
6267b2ea9a7947f1272fe182ZHr1365cRwesE1BO1cTSTw,1,1,1
623d5ff99a79473d710327cf87E2PoRDQpSINmkoNNyC_g,1,1,1
628fc55f9a7947e3ecee16855K5GmbcURfmjEHNyG9jUPA,1,1,1
6209b5ba9a7947446de26576wIqzK06xS62_85SZ-_jM5A,1,1,1
6257e9a59a79479c163ae439VXmiNqENQAejKPy2TBgkYQ,1,1,1
623edde79a7947375a65bc5cljg2IrgTQ0qGVJxkVx9gfg,1,1,1
6246f61a9a794763e7611666nUKwsp6MSq2ZVmWEqHeUbw,1,1,1
61fab3b59a794716ef6cd9b87N5JbHqCT1iUVVT_CTv-eg,1,1,1
62726fb79a7947174f2c6396ndruDIIMREGrctxMQLO6qQ,1,1,1
625517799a79471e76fdf7a69Bb90QB4Qh2v7mN1rWUfzA,1,1,1
628b94369a7947e52a75ddd2imqTssc8RWmuYlbRgEv_6A,1,1,1
62464bff9a79471d3a9091bdyBaFkEL3R7ibKMevxBfWBQ,1,1,1
609d11a69a79477cef513697JmK_JOsmSnWmjiQfqquJfw,1,1,1
624bd4a09a794734a02abe635sHoC5DQRYyOR92V_ypG3A,1,1,1
6246ee699a79475f62e29586lkzBzA2GQOekTIrCqMlmQg,1,1,1
627fa0009a7947615d3ee079HdMF3sQ7Q0K8NG0AEPf7Vg,1,1,1
626384d69a794748ab83346am_e3JQPGSpug0qF0PvlAcw,1,1,1
625eb2999a79472f980ec8f5K5sOFaWERdOYSmNLE6kVmQ,1,1,1
6260cb039a7947590cfed3f3HVQLtTOFQg23_Zc9Taqn7Q,1,1,1
624449f39a7947601793fbd43LqF1CAmQ8CThiHpaJRLyg,1,1,1
624467e59a794770ffc56779zqrrfYgQROiOD6fgVNvw3Q,1,1,1
62378e5f9a794717cec1099bqkPlGr-qQwO9LmBRDDi76g,1,1,1
624680c19a79472b07d3beb80kvS1w9qTiu8KYcGTOMywg,1,1,1
61fca99f9a7947323cee8abfQHSiixUSQfGHUgGo1MbBVg,1,1,1
61fac9dc9a79471d479d3b9apI0_tiTMRU6MTLC67M3ykg,1,1,1
6249c3739a7947925657d45e1YzCEfy8QvSfSLP47PspXw,1,1,1
6274d1499a79475ff0070a58Rz8BSmP8R5aP2QRjQeYfYA,1,1,1
62561e609a79478153ae30185kj_AZ4iSDq33bBeyryGLA,1,1,1
61fd5cfb9a79478ce58a5deaWHgu0dA5QEyERZhnz4RZqg,1,1,1
61fbb2609a794765c9ba9191MfrZsSBERcGgYNo7D6cItg,1,1,1
624ea4cf9a7947a631c328baWxNQ1fCHSy-Pb8dCaoDCQA,1,1,1
6244c29b9a79478f9a339bca0RwqdNMOSfeAefxAr_8Wwg,1,1,1
620263a09a79477abdf73d2blf_K9sZzQdaZf3FZxFfnYQ,1,1,1
62895c859a794748fb81edeb7-q4a66gTiOEBZCgGyYLww,1,1,1
628cd9839a7947555da62ab6nGLl-ynSR0mwfS3PdLEbCQ,1,1,1
62023cfc9a794767710363001czAU5n5QTqze8sze8-39w,1,1,1
61f873769a79472c64f0b26dFcOHgy-0Q0qSH96tt5qqpw,1,1,1
620a042a9a79475e8d61ea64n1uePA2FRf-6KZ1gov5k1g,1,1,1
6203a87e9a7947ef0226f481SwaKVAdYSHiXAT2_djlKFg,1,1,1
628835629a79470c55045324d6dCnDdWRVqUuQvxhktt_w,1,1,1
6204d7a79a7947551d4c31202kxwfIEhSouz7KvHumYMwA,1,1,1
627ef6419a7947316b35e3abZiGC6FoJSeCGwH_-qE0Y1w,1,1,1
6256ef3a9a7947508911fa88Mv9CmwYaSdmKYWpSXvMD1g,1,1,1
625a884a9a7947806352a0e2hLmRO0r-RQ2O_R7dYhFPEw,1,1,1
6256a3859a79472db87aecce8qi7X_ZxSxiG_tSdb0mVqg,1,1,1
6209f58d9a79475653c0f910rRfXCrPgSPqDFR17lFUmkg,1,1,1
61ffc1d19a794721f361d83c4FUpFMtrRMCKDNRPvB4KGA,1,1,1
62875b0c9a794745373bb596fB7DCWaQRC-rvGv2OFQL1Q,1,1,1
62543f679a7947e285c71eb0JxXQbabUQD6f5C6XrKy-sA,1,1,1
61fb68439a794742415ee23cIlLO8Ji5SgCzPBp1bkdqaA,1,1,1
62697cc49a79472497f950c3WxOkftIpRh-9pmxQ-lTtEg,1,1,1
6284a3179a79474fbc06511dUS8_ETYrQv-9teOt6ZeoVA,1,1,1
625c455e9a79476223b1225bDftVX3_FSrC-Ra16zvfIJw,1,1,1
624c2c819a79475afae75086exWaNqt-QmKcchXKQ-8KNw,1,1,1
625e53079a7947fe5c281f49WbKDLbR-RQCrczgwsljouA,1,1,1
6208ecec9a79471716d77c173sQx0QxZSTeMSXl3d5iFew,1,1,1
6241dfdf9a79470e92ec56b9iHVtY9lbTU-GLGGnJqxtFQ,1,1,1
6267dd639a79470480de91b0y0tj_DWZTuq_nyI8VwSG2Q,1,1,1
6255d8ee9a794773312488feOCuGG0ncRZion7Xa6R4jhg,1,1,1
62754e259a794798a5c09bb4VY2W-4dhRzKDVzxczsHP9A,1,1,1
620ad2869a794737d476ed56UQMiA_QGQNWAmdUUughheg,1,1,1
627cdf259a794701f2ef3e98dYYtCDh4SjWIQEVTIip2AQ,1,1,1
6256755d9a79471559b07dda3vQFC_XCRLi5Xff-7NlSXw,1,1,1
6240865c9a7947965fdd686eVRpXVaevTFuVxqrJE9PkIw,1,1,1
620b67a59a79475fcb2aa73c2p1qR24ZTmmftHYloHIJAA,1,1,1
61fa3ce79a7947d6cb0f7bbdYP8GU4tgRB2J38YiaZ122g,1,1,1
6267f6b49a7947159cb58de1I-_bYXhqQ3iVMWXvoSj5kg,1,1,1
62907fd09a7947151ab572edWcjRO9cFTA624uRk5iG5jg,1,1,1
628829f19a7947074c805f2aAJ-sDkDxTiW3CsS9vENTkw,1,1,1
626a025a9a7947431447d8d7hjT6kIDqS4iShD7bOlp1hw,1,1,1
628380e69a794777cc60d6bfNNeDJQ7RTwWSGfKg0wl1lw,1,1,1
628c98fe9a79473359976b7aFwkbbrZyR12udnMnOfu8nw,1,1,1
61fec0e29a7947e7800a8bffHoj4X3jcTuKyzJP14NF7cg,1,1,1
61ff62689a79470860259dfboltv7HVhTieNBdGC4qfxnw,1,1,1
623d9e319a79475d770b46c6TY3-vELBTSeqPjKvlW61rg,1,1,1
620a6e759a794713131a9073rIFnkPjjROykwFf6ko8i9Q,1,1,1
6246eb579a79475ee064abc0aRHnbxeHRjCX2LOVxeerug,1,1,1
627297069a79472b862c0131oRR_k3O6Qq62pj_ObyQBCg,1,1,1
61fa4f1c9a7947df18f28c26PbWYS59LQMSCP_QI31xtsw,1,1,1
628f2a549a794797b45d3a19yNmiFnPyQFa9aXN-U41jew,1,1,1
628c18079a79470e481c4d03hHAhc8c9S3y3PBbd9TPtlA,1,1,1
627b5bee9a7947753b3b7315l6nbm7NwTDuLBGpikUAngA,1,1,1
624dcecd9a79476ffce38e45LjZFd0piS8yl7MvShx0rLw,1,1,1
624d81029a79474c64e686125rNc8IHLTqKeYkQXKyrePg,1,1,1
61fde5ab9a7947b1649679ebkinL3B-tSgO5JbHXhVuonQ,1,1,1
628a05539a79476b717edbfbc5KbU6ttRECEIObP1-CmOQ,1,1,1
62612a189a7947800723b252_DOIuBdzSlW3dPjzgg2JBA,1,1,1
62400bba9a794777b95ddc75TEH9JG2vRj2oPNGQqta1kg,1,1,1
627e8fb19a794723e6063dc7FFgtlyReTiqb4M1yEQ1_ew,1,1,1
61f8e4f79a794754fb945f2euooN5u5vTzCTm_LzQT4VIA,1,1,1
620352839a7947c4cbf25083Gok6Vj9SSvOsGX7uSFkcMA,1,1,1
628c69449a79471ef87323b5k4_kMulXRfyAzyY_9pSsEg,1,1,1
627cc9c79a7947f6af6ec7a3FGMORhlISgCKX5Nd-TzL7A,1,1,1
624471a49a794775bca0df196lqP4z4JTYGa6gDcNCOEwQ,1,1,1
623b7dda9a79477b7fa5e246Eatmw9l2TAiWzVb4QphjDg,1,1,1
6203ecbf9a7947107583eedbjWYXYHUWTX2r8awgWXuVmg,1,1,1
626946869a79470bb4ec0b31bS4Dg0WvRTiUePDvMgKjhg,1,1,1
6283635a9a7947689110ff75NX7UbhYwTFuEIJXk4OH6zg,1,1,1
625013119a794735cc0ee39bxyR_j_rGS2Sg5Ki1vF1SPA,1,1,1
62545e549a7947ef4aa99f3dHgI_iWyuQLKq-Uw2Gon32A,1,1,1
628fa78e9a7947da68e37e2deQ97NKGoRXuLxxzzApZHTA,1,1,1
6265e83e9a794748a7d2f609-lrTEhcLQ9WpkLGXLEvUrw,1,1,1
624f0af59a7947e1ec366c49dA3DkcHETSuhJnFtzIUd5Q,1,1,1
62387d5c9a79476af22b7c65yyjNkFXTTKC1L5V38zQK1g,1,1,1
625404879a7947bd932908c8HQ1IoqxqQVGO0FpTHp6fCA,1,1,1
6246dec69a794758036ac99eSyABn8QbR3SMF5sK6W9krQ,1,1,1
6207d0449a7947d7e7e68f8b0MF0xcnvQUGxEPTDaGCe6g,1,1,1
624945b29a7947724a2ff035m1RFLN6XSPyEGdKhDO5nyA,1,1,1
626399c99a79474dec626be3EfYhBateSAa5u8P4Ax7glg,1,1,1
6204932b9a7947375a7d600fPHwtSgFYSjGVEe1ERQJOFA,1,1,1
6283c5f09a794713062bb114Sa57NazzSwOqm7CRtmokMQ,1,1,1
6262c1969a794717b7e985147bXNGoDLSfiXf-zqj3CYNQ,1,1,1
620a6af29a7947113f45adacSi7nhKW1Q9SbpmnXyoPTBg,1,1,1
625819e99a7947b56bffe14epLAshMvdScy6Io44Wcxuqg,1,1,1
625fb2069a794779fcdf716dp6Y2MgRqR-ayh7QzpFtMFQ,1,1,1
624722a89a7947786352af22dmelbLUnTGiUnfzV9g5MpQ,1,1,1
61f921ba9a7947785104221eEPpm38vaTsmxTWqVyNqJPg,1,1,1
6275dc2e9a7947b9363ae9cedPdcPBGRQgKPtBb6wGZLjQ,1,1,1
625568df9a794741e114a762zrxNm7ZYTs2e8hWHP2V1iw,1,1,1
620ab3c59a79472d7b5a14a8ozpXaNyzQxCa3eKYtQF9Nw,1,1,1
6284cb209a794762efa5bed76USELUmgT12UnP_W85cy3A,1,1,1
6245ac649a7947e251ac45d2OyQ3N0i9SKikHVpNgqXJ_Q,1,1,1
6273da0f9a7947156436fba344L5UVUxQ06SU3IpxKDgDQ,1,1,1
628cb8aa9a7947450df6180av9J3Ob6kR-qdZDonuN_AYA,1,1,1
624473a89a794776889ef2e8G30yABNCQXa-WuM_lRV1eQ,1,1,1
6244f5469a794798db64613caFUx_EoqQ-e2KoTHIfcbKw,1,1,1
62026e2c9a794782b26f9dddZwHbNy_bT1-rIZPAtt2Z2g,1,1,1
6273f7909a794723e6a073148gPTht5MSMGznT5L8GReZQ,1,1,1
6267c1e99a7947f8ce29c6b8iK14doOGTwuY5QDfxFd3BA,1,1,1
626234249a7947d92eba834dGdbK8VBGReiMGze_rMP3EQ,1,1,1
6250018c9a79472c195a74edBcIAS1J3QQShDF2D-G02-A,1,1,1
6254002d9a7947bb59a697dfTXc8wEOqQz6O7gdUK1BHyA,1,1,1
61fbbfe19a79476d3e4c83f416QEaXrKSBONTvA_qnka7Q,1,1,1
620d33549a79472c52a96c02EXuYlRBIRjS2xk6t5GuZ-w,1,1,1
620d47219a794732375a2ceaYDdX17WCR8S-i3f4X40ZvA,1,1,1
625968a69a79472f829b799cBB-FgGF0Sl-eoNgyXGIggg,1,1,1
6273d0af9a79470b61194628R0-R-IxkSWuP5H_VYh9gWw,1,1,1
625523e19a794724243f4595QIrZly-FR6umn88X0k9a5g,1,1,1
6242fd9f9a794770bda33739JiVgz1B2TzeAFGBhIl1kuQ,1,1,1
620219e29a79475567c39152ApWk_HI2Qg-uzbTIFNVlBA,1,1,1
624542fa9a7947ae7b424a29yRu6Yt17Q7-rBonqpqe4Xw,1,1,1
627bf14a9a7947b99cb0bd60ESsnegRPQpyOdJ1GaObcZw,1,1,1
6278348d9a79473ed4abfd39_b_HpyN8T3ihlA4_03cyeA,1,1,1
628e26fd9a794746c46ac77f2RyqmdMdTCCzNrMvlks9kA,1,1,1
61f91b059a794775502a862d36p4-BNgT1eMUfzD5YwOrg,1,1,1
623982a49a7947b9a6779cfcXkd6jcEyT2mvlpZMdANeRw,1,1,1
629247ae9a7947176c4711d5BJ9O8-0LTFi3e1jIGxHt6w,1,1,1
6275d6129a7947b6bae00d3bd5nnXGxUQ1mKEXmgEc_v7Q,1,1,1
6289bfdf9a79475c5606dd51LaBL0rHIQNuhaXQc1LpzOQ,1,1,1
625937299a79471558562ffeBmreE0BJRDCdrLbK0Hxy8A,1,1,1
627d8da79a79474af66d08ccb9UvzIKOQy-NwCfiCodKLw,1,1,1
626947859a79470bed8d73cdvT6gSm1sQ2WrBHCNA8Uw5g,1,1,1
623d7a279a7947499f12687dwr_6ihpyT12NgY0Mpvh_6g,1,1,1
624a74c19a7947ba58881531W9ylHdJRQSuXKHxSNI-dRw,1,1,1
62424dc59a7947282a2355c3rti1tuSfTPSFjG_b3DkuYg,1,1,1
626a82409a79477731d7ed8fVQ7T9N4JQFm7RFEcvVPbHw,1,1,1
626d1f3a9a7947575b81ee88aCFHmFl0Rr-oLy3IyZwL1g,1,1,1
6249d41d9a794797cd9be342MK6v4ntiQ-2Duhg-TYNMLA,1,1,1
628e28939a794748186276d1RGITc79gQTaf_0G2TAVNNA,1,1,1
62677b8a9a7947daf7d19dcb64e2VcHJT22a7gTr_szGOw,1,1,1
62398c5f9a7947be6bcfbc3e-ltu0MeZT7CZieU4JwjF7g,1,1,1
620917f49a7947224ab84283u6ny4WI4RumhF64DnA-jYg,1,1,1
6283567e9a794761a2347a8dqlZsB0yGQ9KdgDo9HzuKHQ,1,1,1
623f6eec9a79475a28396f0fyolgtCOVT9S1IFjkSjR3yQ,1,1,1
620130889a79471326d4dea4LWMa8-UUR1mNzhn2ALnbgQ,1,1,1
61fdcf919a7947ac97f8ea065LR8DdGcRN-ecteHyOGFpg,1,1,1
6270b2a59a79479dda4fb9fbxEi1JBYEQcSM7g0zhGVR6Q,1,1,1
61f8cf399a7947348f6703fex-Tqxh4fSA2ZGqowQThqKg,1,1,1
6205fcc49a79473771412934L1JesmT0Tca7xjMmtFpzCw,1,1,1
620621c99a79474997019b8e2VBsCUtZR1yJYL7rmE-Y2A,1,1,1
623827379a794740b8f0c978R3k_QDGXT3qpt-0dpxcwDw,1,1,1
62100dcf9a7947bdd98253b1KmL-6oFPSTaVsUObzdYdHw,1,1,1
61f90c829a79476cc3b4ccf9_hfBqcXHQnq2F-2uVi509g,1,1,1
6252416b9a7947437b404b4eIxyRzN0rRLKl8cutCefhqQ,1,1,1
624ae9bf9a7947ee3edcc98ajQYhBWp3SUOUfu0lUCj-gQ,1,1,1
61fe8ae59a7947daa9c1113dA3toKwGETwCdxCYPwUYHYQ,1,1,1
6278bd959a79475b96c51e91B6Jsepw3QzqlJDBCbhHP6g,1,1,1
626170e69a7947a673318e85PqZmfJFgTNiSrdjvQO26uw,1,1,1
624a1a259a7947a45a7cad37wzYUvbQYTyy9L_Vt8OrO3A,1,1,1
626ee1259a794739c672996bXYA0BHOkQAGpUXVsBgDS_w,1,1,1
626eaffe9a79472f56b7d8372n0MRzA5Te-V4JRCTM70Ng,1,1,1
6259810c9a79473b66cccb790wQREMYiSNm01K94OlMr4w,1,1,1
623900bf9a794795afbd04e3cnXEvNmzROyy3aenlbSMEg,1,1,1
